head_entity,head_type,relation,tail_type,tail_entity
1402,paper,use,method,向量分区模型
1402,paper,use,method,三维骨架化
1402,paper,focus,problems,肺裂分割
肺裂分割,problems,solve,method,向量分区模型
肺裂分割,problems,solve,method,三维骨架化
1403,paper,use,method,生成对抗网络
1403,paper,focus,problems,图像彩色化
图像彩色化,problems,solve,method,生成对抗网络
1404,paper,use,method,协同表示
1404,paper,use,method,图嵌入
1404,paper,focus,problems,人脸识别
人脸识别,problems,solve,method,协同表示
人脸识别,problems,solve,method,图嵌入
1405,paper,use,method,循环训练法
1405,paper,focus,problems,漏油检测
漏油检测,problems,solve,method,循环训练法
1406,paper,use,method,循环残差卷积神经网络
1406,paper,focus,problems,图像分割
图像分割,problems,solve,method,循环残差卷积神经网络
1407,paper,use,method,游标模型
1407,paper,focus,problems,手势交互
手势交互,problems,solve,method,游标模型
1408,paper,use,method,DCNN
1408,paper,focus,problems,车型识别
车型识别,problems,solve,method,DCNN
1409,paper,use,method,增强特征融合网络
1409,paper,focus,problems,行人重识别
行人重识别,problems,solve,method,增强特征融合网络
1410,paper,use,method,正负锚点框均衡
1410,paper,use,method,特征对齐
1410,paper,focus,problems,目标检测
目标检测,problems,solve,method,正负锚点框均衡
目标检测,problems,solve,method,特征对齐
1411,paper,use,method,卷积神经网络
1411,paper,focus,problems,显著性检测
显著性检测,problems,solve,method,卷积神经网络
1412,paper,use,method,注意力残差网络
1412,paper,focus,problems,指纹防伪
指纹防伪,problems,solve,method,注意力残差网络
1413,paper,use,method,注意力
1413,paper,focus,problems,语义分割
语义分割,problems,solve,method,注意力
1414,paper,use,method,注意力机制
1414,paper,focus,problems,特征表达
特征表达,problems,solve,method,注意力机制
1415,paper,use,method,注意力机制
1415,paper,use,method,密集残差融合
1415,paper,use,method,空间局部滤波
1415,paper,focus,problems,去雾
去雾,problems,solve,method,注意力机制
去雾,problems,solve,method,密集残差融合
去雾,problems,solve,method,空间局部滤波
1416,paper,use,method,注意力机制
1416,paper,focus,problems,路面裂缝检测
路面裂缝检测,problems,solve,method,注意力机制
1416,paper,focus,problems,裂缝检测
路面裂缝检测,problems,solve,method,注意力机制
裂缝检测,problems,solve,method,注意力机制
1417,paper,use,method,最小生成树
1417,paper,focus,problems,密度聚类
密度聚类,problems,solve,method,最小生成树
1418,paper,use,method,自适应蒙皮变形
1418,paper,focus,problems,点云姿态迁移
点云姿态迁移,problems,solve,method,自适应蒙皮变形
1419,paper,use,method,非负矩阵分解
1419,paper,focus,problems,图像解混
图像解混,problems,solve,method,非负矩阵分解
1420,paper,use,method,级联结构
1420,paper,focus,problems,目标检测
目标检测,problems,solve,method,级联结构
1421,paper,use,method,卷积神经网络
1421,paper,focus,problems,良恶性识别
良恶性识别,problems,solve,method,卷积神经网络
1422,paper,use,method,生成对抗网络
1422,paper,focus,problems,图像去噪
图像去噪,problems,solve,method,生成对抗网络
1423,paper,use,method,矩阵优化
1423,paper,focus,problems,图像噪声去除
图像噪声去除,problems,solve,method,矩阵优化
1424,paper,use,method,BEMD
1424,paper,use,method,Hilbert曲线
1424,paper,focus,problems,嵌入图像水印
嵌入图像水印,problems,solve,method,BEMD
嵌入图像水印,problems,solve,method,Hilbert曲线
1425,paper,use,method,DBSCAN聚类
1425,paper,focus,problems,场景分割
场景分割,problems,solve,method,DBSCAN聚类
1426,paper,use,method,L0优化
1426,paper,use,method,拉普拉斯算子
1426,paper,focus,problems,图像平滑
图像平滑,problems,solve,method,L0优化
图像平滑,problems,solve,method,拉普拉斯算子
1427,paper,use,method,生成对抗网络
1427,paper,focus,problems,图像着色
图像着色,problems,solve,method,生成对抗网络
1428,paper,use,method,Transformer
1428,paper,use,method,对称型编解码器
1428,paper,focus,problems,图像分割
图像分割,problems,solve,method,Transformer
图像分割,problems,solve,method,对称型编解码器
1429,paper,use,method,YOLO
1429,paper,use,method,语义分割
1429,paper,focus,problems,安全带检测
安全带检测,problems,solve,method,YOLO
安全带检测,problems,solve,method,语义分割
1430,paper,use,method,标签优化
1430,paper,use,method,语义分割
1430,paper,focus,problems,图像检索
图像检索,problems,solve,method,标签优化
图像检索,problems,solve,method,语义分割
1431,paper,focus,problems,行人检测
1432,paper,use,method,U型全卷积网络
1432,paper,focus,problems,胰腺分割
胰腺分割,problems,solve,method,U型全卷积网络
1433,paper,use,method,稠密特征映射
1433,paper,focus,problems,肿瘤分割
肿瘤分割,problems,solve,method,稠密特征映射
1434,paper,use,method,定向扰动
1434,paper,use,method,HOG特征
1434,paper,use,method,卷积神经网络
1434,paper,focus,problems,目标跟踪
目标跟踪,problems,solve,method,定向扰动
目标跟踪,problems,solve,method,HOG特征
目标跟踪,problems,solve,method,卷积神经网络
1435,paper,use,method,多尺度HOG特征
1435,paper,use,method,语义属性
1435,paper,focus,problems,人脸识别
人脸识别,problems,solve,method,多尺度HOG特征
人脸识别,problems,solve,method,语义属性
1436,paper,use,method,多尺度体素
1436,paper,use,method,高阶条件随机场
1436,paper,focus,problems,点云分类
点云分类,problems,solve,method,多尺度体素
点云分类,problems,solve,method,高阶条件随机场
1437,paper,use,method,注意力
1437,paper,use,method,边界增强
1437,paper,focus,problems,图像分割
图像分割,problems,solve,method,注意力
图像分割,problems,solve,method,边界增强
1438,paper,use,method,多注意力机制
1438,paper,use,method,时空图卷积
1438,paper,focus,problems,动作识别
动作识别,problems,solve,method,多注意力机制
动作识别,problems,solve,method,时空图卷积
1439,paper,use,method,非局部低秩先验
1439,paper,focus,problems,超分辨重建
超分辨重建,problems,solve,method,非局部低秩先验
1440,paper,use,method,分类卷积神经网络
1440,paper,use,method,形状上下文
1440,paper,focus,problems,线画图检索
线画图检索,problems,solve,method,分类卷积神经网络
线画图检索,problems,solve,method,形状上下文
1441,paper,use,method,空间-光谱调制
1441,paper,use,method,图像分割
1441,paper,focus,problems,图像融合
图像融合,problems,solve,method,空间-光谱调制
图像融合,problems,solve,method,图像分割
1442,paper,use,method,空间注意力机制
1442,paper,use,method,光流特征
1442,paper,focus,problems,表情识别
表情识别,problems,solve,method,空间注意力机制
表情识别,problems,solve,method,光流特征
1443,paper,use,method,雷达目标检测
1443,paper,focus,problems,注视点估计
注视点估计,problems,solve,method,雷达目标检测
1444,paper,use,method,邻域方差
1444,paper,use,method,各向异性窗
1444,paper,focus,problems,引导滤波
引导滤波,problems,solve,method,邻域方差
引导滤波,problems,solve,method,各向异性窗
1445,paper,use,method,密集连接块
1445,paper,use,method,自注意力机制
1445,paper,focus,problems,腺体细胞分割
腺体细胞分割,problems,solve,method,密集连接块
腺体细胞分割,problems,solve,method,自注意力机制
1446,paper,use,method,目标检测
1446,paper,use,method,双目视觉
1446,paper,focus,problems,姿态检测
姿态检测,problems,solve,method,目标检测
姿态检测,problems,solve,method,双目视觉
1447,paper,use,method,BiGRU-RA
1447,paper,focus,problems,图像中文描述
图像中文描述,problems,solve,method,BiGRU-RA
1448,paper,use,method,双胞胎结构
1448,paper,use,method,生成对抗网络
1448,paper,focus,problems,图像融合
图像融合,problems,solve,method,双胞胎结构
图像融合,problems,solve,method,生成对抗网络
1449,paper,use,method,双流特征融合
1449,paper,use,method,对抗学习
1449,paper,focus,problems,显著性检测
显著性检测,problems,solve,method,双流特征融合
显著性检测,problems,solve,method,对抗学习
1450,paper,use,method,双随机相位加密
1450,paper,use,method,四元数格拉斯曼平均网络
1450,paper,focus,problems,隐私保护
隐私保护,problems,solve,method,双随机相位加密
隐私保护,problems,solve,method,四元数格拉斯曼平均网络
1451,paper,use,method,特征解耦
1451,paper,use,method,图卷积网络
1451,paper,focus,problems,属性识别
属性识别,problems,solve,method,特征解耦
属性识别,problems,solve,method,图卷积网络
1452,paper,use,method,金字塔网络
1452,paper,focus,problems,检测
检测,problems,solve,method,金字塔网络
1452,paper,focus,problems,分割
检测,problems,solve,method,金字塔网络
分割,problems,solve,method,金字塔网络
1453,paper,use,method,伪标签生成
1453,paper,use,method,噪声标签学习
1453,paper,focus,problems,点云分割
点云分割,problems,solve,method,伪标签生成
点云分割,problems,solve,method,噪声标签学习
1454,paper,use,method,沃尔什变换
1454,paper,use,method,列率截断
1454,paper,focus,problems,抗噪检测
抗噪检测,problems,solve,method,沃尔什变换
抗噪检测,problems,solve,method,列率截断
1455,paper,use,method,卷积神经网络
1455,paper,focus,problems,颈缘线提取
颈缘线提取,problems,solve,method,卷积神经网络
1456,paper,use,method,序列学习
1456,paper,use,method,U型网络
1456,paper,focus,problems,海马体分割
海马体分割,problems,solve,method,序列学习
海马体分割,problems,solve,method,U型网络
1457,paper,use,method,知识图谱
1457,paper,focus,problems,可视化
可视化,problems,solve,method,知识图谱
1458,paper,use,method,注意力机制
1458,paper,focus,problems,服装检索
服装检索,problems,solve,method,注意力机制
1459,paper,use,method,注意力机制
1459,paper,use,method,多路径U-Net
1459,paper,focus,problems,血管分割
血管分割,problems,solve,method,注意力机制
血管分割,problems,solve,method,多路径U-Net
1460,paper,use,method,注意力模型
1460,paper,use,method,双峰高斯分布
1460,paper,focus,problems,哈希检索
哈希检索,problems,solve,method,注意力模型
哈希检索,problems,solve,method,双峰高斯分布
1461,paper,focus,problems,模式识别
1461,paper,use,method,主成分分析卷积自编码器
模式识别,problems,solve,method,主成分分析卷积自编码器
1462,paper,use,method,图残差网络
1462,paper,focus,problems,声音识别
声音识别,problems,solve,method,图残差网络
1463,paper,use,method,对抗网络
1463,paper,focus,problems,图像分类
图像分类,problems,solve,method,对抗网络
1464,paper,use,method,注意力模型
1464,paper,focus,problems,图像修复
图像修复,problems,solve,method,注意力模型
1465,paper,use,method,相似度矩阵增强
1465,paper,focus,problems,哈希检索
哈希检索,problems,solve,method,相似度矩阵增强
1466,paper,use,method,金字塔空间注意力
1466,paper,use,method,特征推理
1466,paper,focus,problems,图像修复
